"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Eroded Canyon","","C","72876","5.41","13568","7.44","58376","74.1%","52.6%","10795","53.7%","14694","53.9%","25489","53.8%","31797","51.2%","2.6pp"
"Festering Gulch","","C","69434","4.94","16658","6.56","85389","85.2%","56.3%","15667","58.4%","19233","56.4%","34900","57.3%","47049","54.9%","2.4pp"
"Forlorn Flats","","C","73880","5.37","15002","7.37","69722","77.7%","55.6%","12784","58.0%","16242","55.3%","29026","56.5%","38953","54.5%","2.0pp"
"Jagged Barrens","","C","68912","4.94","13513","6.78","64398","81.0%","54.0%","11799","55.4%","15436","54.2%","27235","54.7%","35956","53.0%","1.7pp"
"Lonely Arroyo","","C","74836","5.59","14138","7.71","58514","70.6%","53.8%","10576","55.3%","14332","53.9%","24908","54.5%","32191","52.9%","1.6pp"
"Lush Oasis","","C","71333","5.19","15352","7.04","71834","78.5%","55.2%","13207","56.7%","16874","55.0%","30081","55.7%","39134","54.3%","1.5pp"
"Mirage Mesa","","C","119393","4.64","25352","6.40","141029","93.6%","55.4%","25989","57.3%","32250","52.8%","58239","54.8%","80576","55.6%","-0.8pp"
"Sandstorm Verge","","U","62048","7.20","7518","10.59","16979","37.9%","55.2%","2838","54.5%","3837","56.1%","6675","55.4%","9895","54.5%","0.9pp"
"Soured Springs","","C","70231","5.15","14747","6.91","69324","80.1%","54.3%","12882","57.0%","17455","55.2%","30337","56.0%","37494","52.5%","3.4pp"
"Jace Reawakened","U","M","3508","1.85","1453","1.83","6356","78.5%","49.6%","1064","48.1%","1756","52.1%","2820","50.6%","3518","48.7%","1.9pp"
"Bucolic Ranch","","U","59676","6.58","9096","9.16","28422","52.2%","58.1%","4850","58.0%","5969","57.2%","10819","57.6%","16587","58.1%","-0.5pp"
"Blooming Marsh","","R","17567","3.79","3521","5.18","14561","70.8%","54.3%","2694","56.5%","3302","52.7%","5996","54.4%","8511","54.1%","0.3pp"
"Botanical Sanctum","","R","18061","3.96","3229","5.51","11434","61.4%","52.5%","2145","54.2%","2689","52.5%","4834","53.2%","6529","52.0%","1.2pp"
"Concealed Courtyard","","R","18560","4.05","3060","5.81","10803","60.3%","54.7%","1999","58.1%","2430","54.0%","4429","55.9%","6369","54.0%","1.9pp"
"Inspiring Vantage","","R","17720","3.92","2831","5.51","10213","62.2%","53.3%","1902","54.0%","2231","52.1%","4133","53.0%","6070","53.4%","-0.4pp"
"Spirebluff Canal","","R","18000","3.98","2721","5.60","9283","61.1%","49.1%","1727","52.3%","2295","48.2%","4022","50.0%","5231","48.4%","1.6pp"
"Stoneforge Mystic","W","M","1463","3.51","274","","504","31.2%","56.7%","78","","112","","190","","314","",""
"Brazen Borrower","U","M","773","1.96","348","","1624","82.3%","53.9%","313","","430","","743","58.5%","869","49.7%","8.8pp"
"Desertion","U","M","1079","2.71","353","","1680","80.6%","54.0%","259","","473","","732","55.3%","935","52.8%","2.5pp"
"Morbid Opportunist","B","M","798","1.94","376","","2098","93.8%","56.1%","348","","538","60.0%","886","59.6%","1208","53.7%","5.9pp"
"Port Razer","R","M","1030","2.72","175","","622","63.3%","48.9%","90","","140","","230","","393","",""
"Scapeshift","G","M","2300","5.41","276","","37","2.2%","","8","","14","","22","","15","",""
"Mystic Snake","UG","M","1446","3.54","312","","1035","57.2%","52.7%","167","","260","","427","","600","49.3%",""
"Notion Thief","UB","M","1505","3.46","254","","689","49.4%","45.3%","130","","181","","311","","375","",""
"Desert","","M","1378","3.04","256","","1211","81.1%","53.9%","204","","255","","459","","711","52.6%",""
"Prismatic Vista","","M","1040","2.38","332","","1877","98.0%","53.3%","390","","451","","841","51.7%","1030","54.7%","-2.9pp"
"Collector's Cage","W","M","2563","1.80","1607","1.82","8994","91.3%","57.9%","1559","62.1%","2296","63.4%","3855","62.9%","5126","54.1%","8.7pp"
"Grand Abolisher","W","M","5346","3.44","808","4.71","2465","53.0%","51.8%","394","","528","50.2%","922","50.0%","1546","52.9%","-2.9pp"
"Oltec Matterweaver","W","M","2336","1.77","1292","1.79","6970","90.2%","55.9%","1190","60.0%","1723","57.5%","2913","58.5%","4056","54.1%","4.4pp"
"Rest in Peace","W","M","9159","5.84","1052","9.15","32","0.5%","","3","","10","","13","","19","",""
"Esoteric Duplicator","U","M","7633","4.95","964","7.47","522","9.5%","45.6%","94","","148","","242","","277","",""
"Simulacrum Synthesizer","U","M","6762","4.59","781","6.92","339","7.5%","","71","","81","","152","","185","",""
"Worldwalker Helm","U","M","8157","5.14","963","8.16","203","3.6%","","44","","49","","93","","109","",""
"Greed's Gambit","B","M","7215","4.60","901","6.71","1311","25.4%","52.4%","213","","331","","544","50.2%","765","54.0%","-3.8pp"
"Harvester of Misery","B","M","2329","1.66","1424","1.67","7692","90.1%","56.4%","1308","59.3%","2032","62.3%","3340","61.1%","4295","52.4%","8.7pp"
