"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Another Round","W","R","22483","5.96","2656","9.19","696","4.4%","43.2%","108","","167","","275","","421","",""
"Archangel of Tithes","W","M","3320","1.89","1422","1.91","6757","81.8%","53.8%","1133","54.4%","1559","57.2%","2692","56.0%","4077","52.3%","3.7pp"
"Armored Armadillo","W","C","137979","7.74","14756","11.42","12879","14.9%","51.2%","2204","49.6%","2965","52.2%","5169","51.1%","7692","51.2%","-0.1pp"
"Aven Interrupter","W","R","7975","2.26","3113","2.38","15987","85.9%","56.4%","2674","56.4%","3782","59.4%","6456","58.1%","9521","55.1%","3.1pp"
"Bounding Felidar","W","U","37447","4.37","6705","5.83","30735","77.3%","55.8%","4646","54.3%","6954","56.8%","11600","55.8%","18672","55.5%","0.3pp"
"Bovine Intervention","W","U","48285","6.14","4434","9.64","7299","28.3%","51.2%","1071","44.7%","1829","50.9%","2900","48.6%","4395","52.8%","-4.2pp"
"Bridled Bighorn","W","C","122355","5.97","17088","8.61","63714","62.2%","55.8%","10365","55.1%","14345","54.6%","24710","54.8%","38162","56.3%","-1.5pp"
"Claim Jumper","W","R","9042","2.45","2746","2.71","14056","86.3%","54.9%","2591","54.4%","3234","54.5%","5825","54.4%","8229","55.2%","-0.7pp"
"Dust Animus","W","R","5175","1.51","3830","1.49","22122","94.5%","57.6%","3883","61.1%","5543","62.0%","9426","61.6%","12726","54.7%","7.0pp"
"Eriette's Lullaby","W","C","118195","5.65","14531","8.42","46140","54.0%","53.5%","7873","51.1%","10959","54.7%","18832","53.2%","27252","53.7%","-0.6pp"
"Final Showdown","W","M","2779","1.69","1668","1.65","8532","85.5%","57.5%","1448","59.7%","2106","64.4%","3554","62.5%","4958","54.0%","8.5pp"
"Fortune, Loyal Steed","W","R","7212","2.04","3344","2.13","18013","90.9%","56.4%","3121","58.7%","4255","58.1%","7376","58.3%","10364","54.8%","3.6pp"
"Frontier Seeker","W","U","33062","3.76","8969","4.50","46911","86.4%","57.9%","8449","59.5%","10480","57.5%","18929","58.4%","27955","57.6%","0.7pp"
"Getaway Glamer","W","U","39006","4.48","8392","5.59","39700","78.0%","57.4%","6588","57.6%","9532","60.1%","16120","59.0%","23526","56.3%","2.8pp"
"High Noon","W","R","20276","5.50","2201","8.54","1233","9.6%","47.6%","201","","279","","480","","753","48.2%",""
"Holy Cow","W","C","105136","4.76","17477","6.61","86194","82.2%","56.1%","15031","56.4%","20236","57.8%","35267","57.2%","50887","55.3%","1.9pp"
"Inventive Wingsmith","W","C","135413","7.35","15514","10.75","20781","22.8%","51.7%","3467","49.2%","4909","51.8%","8376","50.7%","12404","52.4%","-1.6pp"
"Lassoed by the Law","W","U","23767","2.76","9716","3.09","54890","92.3%","58.3%","9037","59.7%","13334","63.3%","22371","61.8%","32475","55.8%","6.1pp"
"Mystical Tether","W","C","84534","3.79","20834","4.82","112752","90.2%","56.3%","19374","56.3%","26547","58.6%","45921","57.6%","66732","55.4%","2.3pp"
"Nurturing Pixie","W","U","46649","5.47","6382","7.85","19376","51.2%","54.7%","3271","52.3%","4348","55.9%","7619","54.4%","11761","54.9%","-0.6pp"
"Omenport Vigilante","W","U","40194","4.62","7097","6.19","30596","72.9%","54.8%","5379","55.0%","6906","53.3%","12285","54.1%","18316","55.2%","-1.1pp"
"One Last Job","W","R","12483","3.40","2569","4.22","9794","64.1%","55.7%","1483","52.3%","2266","56.9%","3749","55.1%","6036","56.0%","-0.9pp"
"Outlaw Medic","W","C","121056","5.85","17867","8.29","66716","63.1%","55.0%","11933","55.4%","15471","55.1%","27404","55.2%","39250","54.8%","0.5pp"
"Prairie Dog","W","U","26324","3.04","8207","3.54","43484","88.5%","56.3%","7932","59.1%","10055","56.1%","17987","57.4%","25534","55.5%","1.9pp"
"Prosperity Tycoon","W","U","36989","4.14","8818","5.17","43993","82.3%","57.2%","7319","57.3%","10498","58.7%","17817","58.1%","26172","56.6%","1.5pp"
"Requisition Raid","W","U","44665","5.29","5703","7.65","16565","48.5%","54.3%","2588","51.4%","3769","55.4%","6357","53.7%","10203","54.6%","-0.9pp"
"Rustler Rampage","W","U","52129","6.68","5640","10.01","6767","20.2%","53.0%","1007","51.9%","1522","52.8%","2529","52.5%","4240","53.3%","-0.8pp"
"Shepherd of the Clouds","W","U","25113","2.93","9006","3.33","50194","91.6%","57.6%","8086","57.9%","11976","61.8%","20062","60.2%","30015","55.8%","4.4pp"
"Sheriff of Safe Passage","W","U","42341","5.00","5505","7.11","18593","57.9%","53.4%","3252","51.7%","4136","53.0%","7388","52.5%","11207","54.0%","-1.5pp"
"Stagecoach Security","W","C","131137","6.69","17166","9.66","48205","46.9%","55.8%","7585","54.4%","11282","56.9%","18867","55.9%","29354","55.7%","0.3pp"
"Steer Clear","W","C","129237","6.55","16864","9.48","43469","43.4%","55.0%","7191","54.1%","9865","53.7%","17056","53.8%","26382","55.7%","-1.9pp"
"Sterling Keykeeper","W","C","126115","6.28","19264","8.81","75247","64.9%","56.5%","13154","56.2%","16721","56.6%","29875","56.4%","45346","56.5%","-0.1pp"
"Sterling Supplier","W","C","130539","6.70","17714","9.54","51179","48.5%","56.6%","7888","55.7%","11935","58.0%","19823","57.1%","31356","56.3%","0.8pp"
"Take Up the Shield","W","C","121412","5.86","21634","7.86","91491","70.1%","57.2%","14656","56.7%","21117","59.6%","35773","58.4%","55646","56.4%","2.0pp"
"Thunder Lasso","W","U","47600","5.88","6473","8.34","17705","46.3%","54.0%","2908","52.1%","3981","54.9%","6889","53.7%","10782","54.1%","-0.4pp"
"Trained Arynx","W","C","107054","5.00","22802","6.36","118726","85.3%","57.6%","21468","60.8%","25853","55.8%","47321","58.1%","69879","57.2%","0.8pp"
"Vengeful Townsfolk","W","C","125527","6.23","15841","9.09","51500","54.4%","55.5%","8851","54.9%","11617","54.5%","20468","54.7%","31055","56.0%","-1.3pp"
"Wanted Griffin","W","C","129607","6.56","15432","9.66","38823","42.3%","55.0%","6148","53.0%","8961","56.1%","15109","54.8%","23745","55.1%","-0.2pp"
"Archmage's Newt","U","R","12878","3.44","2550","4.21","10276","71.8%","51.0%","1822","52.5%","2687","52.3%","4509","52.4%","5721","49.7%","2.7pp"
"Canyon Crab","U","U","42924","5.13","7995","6.68","32902","72.7%","51.8%","5884","54.0%","8772","53.4%","14656","53.7%","18151","50.2%","3.4pp"
"Daring Thunder-Thief","U","C","136888","7.59","15995","10.93","23453","25.8%","49.5%","3794","48.4%","6204","51.6%","9998","50.4%","13420","48.8%","1.6pp"
"Deepmuck Desperado","U","U","43162","5.32","7047","7.16","23392","58.8%","50.1%","4136","48.4%","6349","53.6%","10485","51.5%","12854","48.8%","2.7pp"
"Djinn of Fool's Fall","U","C","133300","7.12","15402","10.41","31063","35.5%","48.6%","5004","48.4%","8253","50.2%","13257","49.5%","17773","47.9%","1.5pp"
