"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Another Round","W","R","39578","6.11","4689","9.34","1170","4.2%","45.7%","192","","275","","467","","704","50.9%",""
"Archangel of Tithes","W","M","5922","1.99","2369","2.03","11390","82.0%","53.9%","1882","54.7%","2628","56.7%","4510","55.8%","6896","52.5%","3.3pp"
"Armored Armadillo","W","C","236148","7.82","25353","11.52","21227","14.1%","51.0%","3632","50.0%","4890","51.3%","8522","50.8%","12676","51.1%","-0.4pp"
"Aven Interrupter","W","R","14125","2.33","5299","2.49","27505","86.2%","55.7%","4720","56.5%","6520","57.8%","11240","57.3%","16244","54.6%","2.7pp"
"Bounding Felidar","W","U","62765","4.25","11252","5.70","53280","78.9%","55.2%","8008","54.6%","12237","56.4%","20245","55.7%","32296","54.7%","0.9pp"
"Bovine Intervention","W","U","83980","6.23","7667","9.80","11998","26.7%","50.8%","1827","45.6%","2948","51.3%","4775","49.1%","7211","51.8%","-2.7pp"
"Bridled Bighorn","W","C","207900","5.90","28852","8.57","110145","63.3%","55.2%","17986","54.1%","25021","54.1%","43007","54.1%","65726","55.8%","-1.7pp"
"Claim Jumper","W","R","16088","2.56","4534","2.91","23131","86.3%","54.3%","4257","53.9%","5352","54.2%","9609","54.1%","13524","54.4%","-0.3pp"
"Dust Animus","W","R","8690","1.49","6465","1.48","37809","94.8%","57.0%","6743","60.3%","9366","61.8%","16109","61.2%","21725","54.0%","7.2pp"
"Eriette's Lullaby","W","C","203481","5.69","24813","8.53","79087","53.8%","53.3%","13374","50.9%","18930","54.3%","32304","52.9%","46679","53.5%","-0.6pp"
"Final Showdown","W","M","4862","1.71","2940","1.69","15331","86.3%","56.4%","2583","57.8%","3787","62.1%","6370","60.4%","8928","53.7%","6.7pp"
"Fortune, Loyal Steed","W","R","12362","2.03","5708","2.11","31333","91.1%","56.2%","5525","58.4%","7425","57.4%","12950","57.8%","17924","54.7%","3.1pp"
"Frontier Seeker","W","U","56059","3.73","15025","4.52","78951","85.9%","57.2%","14204","58.6%","17927","56.8%","32131","57.6%","46786","57.0%","0.6pp"
"Getaway Glamer","W","U","64102","4.29","15102","5.29","74958","81.3%","56.9%","12308","57.0%","18198","59.9%","30506","58.7%","44358","55.7%","3.0pp"
"High Noon","W","R","35839","5.63","3950","8.82","1960","8.5%","48.4%","306","","449","","755","47.0%","1205","49.3%","-2.3pp"
"Holy Cow","W","C","181009","4.77","30038","6.68","150497","82.9%","55.8%","26461","56.1%","35256","57.5%","61717","56.9%","88725","55.1%","1.8pp"
"Inventive Wingsmith","W","C","232788","7.45","26287","10.94","32379","20.8%","51.7%","5416","49.9%","7729","51.3%","13145","50.7%","19235","52.3%","-1.6pp"
"Lassoed by the Law","W","U","38980","2.66","16629","2.96","95005","92.8%","57.6%","15766","58.8%","23225","62.6%","38991","61.1%","55912","55.1%","5.9pp"
"Mystical Tether","W","C","138941","3.65","35661","4.63","196853","91.1%","55.9%","33559","55.5%","47055","58.2%","80614","57.1%","116084","55.0%","2.1pp"
"Nurturing Pixie","W","U","80197","5.49","10992","7.92","33905","51.6%","54.6%","5616","53.1%","7816","55.8%","13432","54.7%","20472","54.6%","0.1pp"
"Omenport Vigilante","W","U","69999","4.68","11918","6.40","51517","72.5%","54.6%","9050","55.9%","11640","53.1%","20690","54.4%","30828","54.7%","-0.4pp"
"One Last Job","W","R","21944","3.44","4481","4.27","17793","66.4%","55.0%","2754","51.7%","4148","57.6%","6902","55.2%","10879","54.9%","0.4pp"
"Outlaw Medic","W","C","208262","5.88","30103","8.41","111963","62.3%","54.5%","20001","55.4%","25926","54.6%","45927","55.0%","65950","54.1%","0.8pp"
"Prairie Dog","W","U","44890","3.02","13736","3.55","73573","89.0%","55.7%","13427","58.7%","17244","55.6%","30671","56.9%","42962","54.8%","2.1pp"
"Prosperity Tycoon","W","U","62400","4.08","15169","5.11","77091","83.1%","56.9%","12811","57.2%","18319","58.7%","31130","58.1%","45969","56.1%","1.9pp"
"Requisition Raid","W","U","77661","5.36","9700","7.86","27764","47.5%","54.3%","4302","51.9%","6366","55.4%","10668","54.0%","17085","54.4%","-0.4pp"
"Rustler Rampage","W","U","90365","6.80","9731","10.28","10626","18.3%","52.5%","1579","49.8%","2419","52.7%","3998","51.5%","6628","53.1%","-1.6pp"
"Shepherd of the Clouds","W","U","40914","2.81","15596","3.18","88175","92.4%","57.0%","14099","57.0%","21352","61.3%","35451","59.6%","52533","55.3%","4.4pp"
"Sheriff of Safe Passage","W","U","74836","5.19","9164","7.54","29891","55.3%","53.0%","5082","51.8%","6786","53.1%","11868","52.5%","18024","53.4%","-0.9pp"
"Stagecoach Security","W","C","224213","6.65","29692","9.63","86152","48.3%","55.3%","13388","54.3%","20081","56.7%","33469","55.7%","52712","55.1%","0.6pp"
"Steer Clear","W","C","221585","6.55","28535","9.54","73552","43.0%","54.7%","12081","53.6%","16738","53.7%","28819","53.7%","44670","55.3%","-1.6pp"
"Sterling Keykeeper","W","C","214936","6.18","32894","8.72","132829","66.6%","55.9%","23334","55.6%","29676","55.9%","53010","55.8%","79758","56.0%","-0.3pp"
"Sterling Supplier","W","C","221880","6.60","31420","9.37","100011","52.8%","56.1%","15440","55.3%","23516","57.7%","38956","56.7%","61069","55.7%","1.0pp"
"Take Up the Shield","W","C","202957","5.64","36624","7.61","161670","72.7%","56.5%","25931","56.1%","37456","58.9%","63387","57.7%","98158","55.7%","2.0pp"
"Thunder Lasso","W","U","81734","5.88","10667","8.47","29040","45.7%","54.0%","4671","52.3%","6544","54.4%","11215","53.6%","17771","54.2%","-0.7pp"
"Trained Arynx","W","C","173989","4.73","39004","6.00","207686","86.6%","57.0%","37350","59.9%","45445","55.2%","82795","57.3%","122314","56.7%","0.6pp"
"Vengeful Townsfolk","W","C","216421","6.29","27103","9.22","87293","53.6%","55.0%","15109","54.4%","19827","54.1%","34936","54.2%","52400","55.5%","-1.2pp"
"Wanted Griffin","W","C","222207","6.57","26841","9.69","69342","43.2%","54.7%","11153","53.1%","16214","55.8%","27367","54.7%","42036","54.7%","-0.0pp"
"Archmage's Newt","U","R","23475","3.62","4339","4.66","17244","69.5%","51.1%","3020","52.1%","4552","51.9%","7572","52.0%","9596","50.2%","1.8pp"
"Canyon Crab","U","U","73545","5.07","13814","6.67","58419","73.4%","51.9%","10395","53.5%","15741","53.7%","26136","53.6%","32096","50.4%","3.2pp"
"Daring Thunder-Thief","U","C","235287","7.75","27492","11.19","35194","22.2%","49.6%","5742","48.7%","9383","51.7%","15125","50.6%","20017","48.8%","1.8pp"
"Deepmuck Desperado","U","U","72368","5.19","12354","6.93","44704","63.4%","50.5%","7919","49.1%","12328","53.9%","20247","52.1%","24357","49.2%","2.8pp"
"Djinn of Fool's Fall","U","C","229115","7.21","26179","10.58","50841","33.8%","48.9%","8234","47.7%","13603","51.0%","21837","49.8%","28955","48.1%","1.7pp"
"Double Down","U","M","9283","3.28","2438","3.47","7723","56.0%","50.7%","1310","55.3%","2049","53.2%","3359","54.0%","4296","47.8%","6.2pp"
"Duelist of the Mind","U","R","15608","2.50","5977","2.67","30556","87.2%","53.3%","5483","57.9%","8438","57.1%","13921","57.4%","16550","49.8%","7.5pp"
"Emergent Haunting","U","U","74623","5.19","13267","6.75","49602","65.1%","50.8%","8706","52.4%","13570","51.5%","22276","51.8%","27254","50.0%","1.9pp"
"Failed Fording","U","C","229672","7.26","30061","10.38","68354","39.2%","50.9%","11454","49.2%","18885","54.9%","30339","52.7%","37739","49.4%","3.3pp"
"Fblthp, Lost on the Range","U","R","19628","3.18","4209","3.70","17332","73.8%","48.4%","2898","44.8%","4839","49.0%","7737","47.4%","9525","49.0%","-1.5pp"
"Fleeting Reflection","U","U","94245","7.51","10219","11.15","6443","10.8%","47.1%","992","43.2%","1754","50.1%","2746","47.6%","3672","46.6%","1.0pp"
"Geralf, the Fleshwright","U","M","4886","1.68","2832","1.65","14628","88.5%","52.5%","2533","54.8%","4043","57.8%","6576","56.6%","8010","49.1%","7.5pp"
"Geyser Drake","U","C","209098","6.19","25871","8.93","83296","56.5%","50.1%","14501","49.1%","22410","52.3%","36911","51.1%","46241","49.3%","1.8pp"
"Harrier Strix","U","C","228206","7.36","25362","10.71","46162","31.6%","49.7%","7971","49.4%","12083","53.3%","20054","51.8%","25997","48.0%","3.8pp"
"Jailbreak Scheme","U","C","230061","7.20","33723","10.01","86284","43.8%","52.9%","14172","51.1%","23763","57.5%","37935","55.1%","47913","51.0%","4.0pp"
"The Key to the Vault","U","R","29646","4.82","3353","7.26","4332","22.8%","45.8%","710","40.7%","1122","45.5%","1832","43.6%","2474","47.4%","-3.8pp"
"Loan Shark","U","C","199497","5.59","30238","7.85","126894","72.3%","51.8%","21219","51.5%","35120","54.8%","56339","53.6%","70312","50.3%","3.2pp"
"Marauding Sphinx","U","U","50723","3.46","13772","4.07","68948","85.4%","53.4%","11163","55.2%","19343","58.5%","30506","57.3%","38275","50.2%","7.2pp"
"Metamorphic Blast","U","U","75860","5.22","12859","7.04","52639","70.0%","52.6%","8584","51.1%","14784","57.5%","23368","55.1%","29027","50.5%","4.6pp"
"Nimble Brigand","U","U","59333","4.04","12780","5.00","60292","82.1%","51.6%","10530","52.5%","16344","53.6%","26874","53.2%","33304","50.2%","3.0pp"
"Outlaw Stitcher","U","U","53559","3.67","14353","4.39","69762","84.7%","51.5%","11527","51.2%","18962","54.8%","30489","53.4%","39066","50.0%","3.5pp"
"Peerless Ropemaster","U","C","237291","7.93","27675","11.43","32184","19.9%","51.6%","5038","51.2%","8809","55.1%","13847","53.7%","18292","50.0%","3.7pp"
"Phantom Interference","U","C","207085","5.97","31709","8.28","122554","66.5%","52.8%","21181","54.0%","33288","56.9%","54469","55.8%","67504","50.2%","5.6pp"
"Plan the Heist","U","U","83819","5.95","12612","8.29","39024","52.8%","53.0%","6363","51.9%","10750","57.5%","17113","55.4%","21822","51.0%","4.4pp"
"Razzle-Dazzler","U","C","217132","6.77","26875","9.61","71787","47.0%","48.8%","12497","48.2%","19356","51.0%","31853","49.9%","39788","47.9%","2.0pp"
"Seize the Secrets","U","C","228065","7.15","28438","10.34","60655","37.0%","51.0%","10323","50.0%","16594","54.4%","26917","52.7%","33587","49.5%","3.2pp"
"Shackle Slinger","U","U","82956","6.06","9838","8.77","22961","41.2%","48.1%","3783","47.1%","6187","51.0%","9970","49.5%","12965","46.9%","2.6pp"
"Shifting Grift","U","U","93761","7.52","10018","11.22","4950","8.5%","46.1%","783","43.0%","1365","47.5%","2148","45.9%","2789","46.1%","-0.2pp"
"Slickshot Lockpicker","U","U","57965","3.86","14679","4.72","72737","85.3%","52.6%","12277","50.2%","20322","57.8%","32599","54.9%","39802","50.6%","4.3pp"
"Slickshot Vault-Buster","U","C","237623","8.11","27718","11.57","29284","18.2%","48.1%","4948","45.9%","7894","49.5%","12842","48.1%","16377","48.1%","-0.0pp"
"Spring Splasher","U","C","231826","7.57","28326","10.76","53006","32.5%","48.9%","9267","49.4%","13877","49.8%","23144","49.6%","29727","48.3%","1.3pp"
"Step Between Worlds","U","R","39819","6.14","4786","9.44","1190","4.2%","43.9%","187","","325","","512","45.1%","673","42.6%","2.5pp"
"Stoic Sphinx","U","R","11801","1.95","6122","1.97","32587","89.4%","54.6%","5513","58.9%","9054","60.3%","14567","59.8%","17832","50.2%","9.6pp"
"Stop Cold","U","C","219769","6.65","27306","9.66","76387","48.3%","51.0%","12205","48.0%","20958","55.8%","33163","52.9%","42988","49.4%","3.5pp"
"Take the Fall","U","C","223407","6.84","35892","9.30","118913","56.7%","52.7%","20009","52.0%","33369","57.1%","53378","55.2%","65060","50.7%","4.5pp"
"This Town Ain't Big Enough","U","U","77239","5.35","14192","7.13","54886","67.0%","51.7%","8638","49.2%","15353","56.2%","23991","53.7%","30681","50.0%","3.7pp"
"Three Steps Ahead","U","R","16224","2.62","5450","2.83","27030","84.6%","52.9%","4449","52.7%","7614","59.9%","12063","57.3%","14800","49.2%","8.0pp"
"Visage Bandit","U","U","73243","4.97","12286","6.77","47404","67.0%","51.2%","7833","50.1%","12783","53.7%","20616","52.3%","26690","50.3%","2.0pp"
"Ambush Gigapede","B","C","225525","6.83","34511","9.57","106386","52.0%","54.2%","16188","53.3%","27586","58.0%","43774","56.3%","62343","52.7%","3.6pp"
"Binding Negotiation","B","U","84304","5.94","12647","8.42","37592","50.3%","53.2%","6428","54.0%","9538","55.6%","15966","54.9%","21538","51.9%","3.0pp"
"Blacksnag Buzzard","B","C","225295","6.82","26920","10.05","58090","36.9%","51.5%","10142","49.5%","14192","51.9%","24334","50.9%","33734","51.9%","-0.9pp"
"Blood Hustler","B","U","44167","2.99","13623","3.50","73937","91.7%","54.1%","13403","54.9%","18930","56.7%","32333","56.0%","41539","52.6%","3.4pp"
"Boneyard Desecrator","B","C","229028","7.15","25997","10.64","43703","28.7%","50.6%","6985","49.4%","10638","52.6%","17623","51.3%","26104","50.1%","1.2pp"
"Caustic Bronco","B","R","11401","1.92","6489","1.95","35467","91.6%","54.7%","6498","63.1%","8794","55.2%","15292","58.6%","20031","51.7%","6.9pp"
"Consuming Ashes","B","C","144140","3.92","37853","4.80","203257","89.5%","55.2%","33345","54.9%","53108","60.1%","86453","58.1%","116124","53.0%","5.1pp"
"Corrupted Conviction","B","C","237785","7.85","27877","11.38","29493","17.9%","52.2%","4774","52.3%","7165","52.3%","11939","52.3%","17531","52.0%","0.2pp"
"Desert's Due","B","C","157542","4.20","41524","5.24","219648","87.9%","55.1%","38076","55.2%","56636","59.1%","94712","57.5%","124219","53.2%","4.3pp"
"Desperate Bloodseeker","B","C","184781","4.94","39441","6.53","203493","86.2%","55.1%","36241","57.0%","51144","56.8%","87385","56.9%","115860","53.7%","3.2pp"
"Fake Your Own Death","B","C","231202","7.29","31093","10.48","58512","31.8%","53.5%","9231","53.6%","14579","56.0%","23810","55.1%","34604","52.4%","2.7pp"
"Forsaken Miner","B","U","67034","4.50","10972","6.12","48490","75.3%","53.2%","8642","57.7%","11453","51.6%","20095","54.3%","28371","52.4%","1.9pp"
"Gisa, the Hellraiser","B","M","3747","1.29","2952","1.27","16828","94.0%","55.9%","2886","60.2%","4350","63.0%","7236","61.9%","9326","51.0%","10.9pp"
"Hollow Marauder","B","U","51174","3.49","18442","3.91","101121","90.0%","56.5%","15938","56.1%","26077","62.2%","42015","59.9%","58535","53.9%","6.0pp"
"Insatiable Avarice","B","R","26541","4.07","3485","5.85","8582","42.7%","51.1%","1435","48.2%","2180","55.5%","3615","52.6%","4948","50.0%","2.6pp"
"Kaervek, the Punisher","B","R","13366","2.22","5254","2.31","26344","87.3%","51.8%","4473","49.6%","6809","52.5%","11282","51.3%","14972","52.1%","-0.7pp"
"Lively Dirge","B","U","78559","5.47","13331","7.47","44514","56.2%","54.3%","7046","52.8%","11231","58.4%","18277","56.2%","26086","52.8%","3.4pp"
"Mourner's Surprise","B","C","215351","6.21","38904","8.45","146686","63.0%","55.1%","23513","53.2%","37071","58.4%","60584","56.4%","85810","54.2%","2.2pp"
"Neutralize the Guards","B","U","93521","7.17","11415","10.46","11149","16.6%","51.0%","1866","50.2%","2763","54.3%","4629","52.6%","6498","49.8%","2.8pp"
"Nezumi Linkbreaker","B","C","225218","6.92","29308","9.95","72652","42.0%","53.5%","12678","55.5%","17730","54.4%","30408","54.9%","42199","52.5%","2.3pp"
"Overzealous Muscle","B","C","234512","7.61","27267","11.16","40367","25.3%","49.9%","6168","46.8%","10137","51.1%","16305","49.5%","24083","50.2%","-0.7pp"
"Pitiless Carnage","B","R","38823","5.99","4511","9.25","1437","5.4%","46.7%","237","","353","","590","45.6%","845","47.6%","-2.0pp"
"Rakish Crew","B","U","73159","5.15","10886","7.05","35225","56.2%","50.9%","5926","48.2%","8649","53.1%","14575","51.1%","20608","50.8%","0.3pp"
"Rattleback Apothecary","B","U","59351","3.87","11307","5.12","56606","85.3%","53.3%","9810","52.4%","14144","55.2%","23954","54.1%","32623","52.7%","1.4pp"
"Raven of Fell Omens","B","C","189026","5.20","30875","7.29","137654","76.1%","52.8%","24429","53.1%","34831","54.6%","59260","54.0%","78213","51.8%","2.2pp"
"Rictus Robber","B","U","60169","3.96","13995","5.06","71052","86.0%","53.9%","12029","54.1%","17969","55.5%","29998","54.9%","40973","53.2%","1.8pp"
"Rooftop Assassin","B","C","209058","5.91","29056","8.65","109270","63.9%","53.4%","17475","52.2%","27958","57.2%","45433","55.3%","63730","52.0%","3.3pp"
"Rush of Dread","B","R","14593","2.42","6282","2.51","32874","87.4%","55.0%","5317","55.5%","8443","62.1%","13760","59.5%","18878","51.5%","8.0pp"
"Servant of the Stinger","B","U","59052","3.77","14549","4.74","76823","88.5%","54.8%","13761","56.2%","19341","56.9%","33102","56.6%","43643","53.4%","3.2pp"
"Shoot the Sheriff","B","U","47647","3.19","13942","3.79","75619","90.4%","54.9%","13285","55.1%","19485","59.8%","32770","57.9%","42608","52.5%","5.4pp"
"Skulduggery","B","C","216066","6.26","34118","8.75","113096","56.4%","52.4%","18821","51.4%","28316","54.5%","47137","53.2%","65762","51.7%","1.5pp"
"Tinybones Joins Up","B","R","32082","4.97","3519","7.70","3239","15.8%","47.6%","552","46.7%","807","48.9%","1359","48.1%","1871","47.3%","0.7pp"
"Tinybones, the Pickpocket","B","M","5884","1.91","2383","2.01","12014","86.5%","53.4%","2126","56.1%","3002","54.3%","5128","55.0%","6854","52.1%","2.9pp"
"Treasure Dredger","B","U","70878","4.72","12790","6.46","58178","77.8%","52.6%","10489","53.8%","14461","52.8%","24950","53.2%","33156","52.1%","1.2pp"
"Unfortunate Accident","B","U","49228","3.26","14915","3.84","80466","90.3%","54.8%","13379","53.7%","20916","59.1%","34295","57.0%","45903","53.0%","4.0pp"
"Unscrupulous Contractor","B","U","65927","4.34","12374","5.85","56191","77.3%","53.2%","9567","51.5%","14066","56.1%","23633","54.2%","32456","52.4%","1.9pp"
"Vadmir, New Blood","B","R","10815","1.80","5981","1.85","33326","93.1%","54.8%","6026","60.4%","8584","56.7%","14610","58.2%","18694","52.0%","6.2pp"
"Vault Plunderer","B","C","170826","4.51","39472","5.86","212269","89.2%","55.5%","37525","56.6%","54014","58.2%","91539","57.5%","120435","53.9%","3.7pp"
"Brimstone Roundup","R","U","82110","6.07","9665","8.78","19695","35.6%","48.1%","3322","47.3%","5081","48.7%","8403","48.1%","11262","48.1%","0.0pp"
"Calamity, Galloping Inferno","R","R","9552","1.63","5472","1.63","28900","90.2%","53.5%","4690","53.8%","6910","56.4%","11600","55.3%","17012","52.0%","3.3pp"
"Caught in the Crossfire","R","U","86126","6.33","9145","9.45","13929","26.2%","49.5%","2214","45.8%","3377","49.9%","5591","48.2%","8313","50.3%","-2.0pp"
"Cunning Coyote","R","U","64232","4.23","11611","5.53","55559","80.7%","53.5%","9833","55.0%","12642","53.7%","22475","54.3%","33050","53.0%","1.3pp"
"Deadeye Duelist","R","C","201303","5.69","26069","8.07","102965","68.3%","51.1%","18140","50.5%","24247","51.6%","42387","51.1%","60470","51.1%","0.0pp"
"Demonic Ruckus","R","U","79459","5.50","10341","7.77","33229","55.0%","52.6%","5610","53.5%","7485","52.2%","13095","52.8%","20122","52.5%","0.3pp"
"Discerning Peddler","R","C","217364","6.38","27720","9.07","102862","62.7%","53.3%","18281","54.3%","23591","52.9%","41872","53.5%","60938","53.2%","0.3pp"
"Explosive Derailment","R","C","162533","4.29","29482","5.73","148350","85.3%","53.4%","25056","52.4%","35636","55.6%","60692","54.3%","87422","52.7%","1.5pp"
"Ferocification","R","U","84319","6.32","8539","9.48","14208","28.6%","51.1%","2262","47.9%","3240","50.7%","5502","49.5%","8699","52.1%","-2.5pp"
"Gila Courser","R","U","66307","4.37","12117","5.76","56040","78.1%","53.5%","9757","53.2%","12857","53.4%","22614","53.3%","33257","53.6%","-0.2pp"
"Great Train Heist","R","R","17366","2.83","4292","3.17","19025","76.2%","52.5%","2948","52.3%","4332","55.9%","7280","54.4%","11715","51.2%","3.2pp"
"Hell to Pay","R","R","17606","2.75","4116","3.21","19710","83.4%","50.9%","3338","48.5%","4723","52.9%","8061","51.1%","11598","50.8%","0.3pp"
"Hellspur Brute","R","U","65955","4.45","10423","5.92","47630","77.8%","52.7%","7718","53.4%","11201","54.5%","18919","54.0%","28751","51.8%","2.2pp"
"Hellspur Posse Boss","R","R","10950","1.86","5620","1.85","30436","88.9%","55.7%","5155","60.4%","7332","61.9%","12487","61.3%","17849","51.7%","9.6pp"
"Highway Robbery","R","C","231333","7.33","28634","10.49","60818","36.2%","51.9%","10544","49.3%","14912","53.3%","25456","51.7%","35287","52.1%","-0.4pp"
"Irascible Wolverine","R","C","208969","5.92","29737","8.32","110488","63.1%","52.6%","19030","51.1%","26413","52.9%","45443","52.2%","64979","52.9%","-0.7pp"
"Iron-Fist Pulverizer","R","C","229652","7.25","24501","10.72","41810","29.1%","50.7%","6557","49.2%","10621","52.7%","17178","51.4%","24670","50.2%","1.2pp"
"Longhorn Sharpshooter","R","U","45357","2.99","12993","3.57","69706","89.8%","54.1%","12040","55.3%","16866","57.1%","28906","56.3%","40698","52.5%","3.9pp"
"Magda, the Hoardmaster","R","R","10471","1.73","5218","1.76","27763","91.0%","52.8%","4968","56.1%","6718","54.3%","11686","55.1%","16037","51.1%","4.0pp"
"Magebane Lizard","R","U","93032","7.27","9036","11.07","6007","11.4%","48.8%","1026","45.5%","1372","45.9%","2398","45.7%","3607","50.8%","-5.1pp"
"Mine Raider","R","C","215494","6.27","25457","9.12","82252","55.1%","51.8%","14017","50.6%","19098","52.0%","33115","51.4%","49079","52.0%","-0.6pp"
"Outlaws' Fury","R","C","238558","8.13","26067","11.70","25883","16.9%","52.0%","3948","50.6%","5732","52.8%","9680","51.9%","16191","52.1%","-0.3pp"
"Prickly Pair","R","C","181430","4.88","32236","6.50","155866","81.5%","53.7%","27085","54.0%","36150","53.7%","63235","53.9%","92517","53.6%","0.3pp"
"Quick Draw","R","C","237693","8.12","24610","11.84","18033","12.5%","50.6%","2796","49.1%","4093","49.9%","6889","49.6%","11123","51.2%","-1.6pp"
"Quilled Charger","R","C","228476","6.98","25981","10.22","59985","39.3%","52.4%","9848","50.9%","13317","51.9%","23165","51.5%","36628","52.9%","-1.5pp"
"Reckless Lackey","R","C","216599","6.49","23489","9.44","69747","50.9%","52.1%","12241","53.9%","15881","51.1%","28122","52.3%","41587","51.9%","0.4pp"
"Resilient Roadrunner","R","U","74453","5.00","11123","6.90","45833","69.9%","52.8%","8115","53.4%","10501","52.9%","18616","53.1%","27216","52.6%","0.4pp"
"Return the Favor","R","U","89803","6.80","9988","10.02","13129","22.6%","49.4%","1981","45.5%","3157","50.0%","5138","48.3%","7968","50.1%","-1.8pp"
"Rodeo Pyromancers","R","C","228705","7.39","21708","11.18","24607","19.5%","48.1%","3888","47.9%","6110","48.1%","9998","48.0%","14614","48.1%","-0.0pp"
"Scalestorm Summoner","R","U","56506","3.78","11324","4.80","53609","79.5%","54.2%","9368","56.9%","11991","53.8%","21359","55.1%","32258","53.6%","1.6pp"
"Scorching Shot","R","U","55919","3.69","10954","4.77","55001","85.0%","53.3%","9185","52.8%","13107","55.4%","22292","54.3%","32635","52.6%","1.8pp"
"Slickshot Show-Off","R","R","13956","2.28","4069","2.41","18750","80.2%","50.8%","3353","50.8%","4503","51.6%","7856","51.3%","10874","50.4%","0.8pp"
"Stingerback Terror","R","R","9730","1.64","5577","1.64","31035","92.7%","54.9%","5352","57.6%","7607","60.0%","12959","59.0%","17993","51.9%","7.1pp"
"Take for a Ride","R","U","88598","6.45","11534","9.25","22273","33.2%","51.0%","3437","48.2%","5212","52.6%","8649","50.8%","13590","51.0%","-0.2pp"
